Env [ 7. 24.],Env [ 7. 34.],Env [ 7. 44.],Env [12. 24.],Env [12. 34.],Env [12. 44.],Env [17. 24.],Env [17. 34.],Env [17. 44.]
0.35,0.37,0.37,0.71,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.74,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.67,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.60,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.54,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.49,0.37,0.37,0.36,0.35,0.36
0.35,0.37,0.37,0.49,0.37,0.33,0.36,0.35,0.36
0.35,0.37,0.37,0.44,0.37,0.33,0.36,0.35,0.36
0.35,0.37,0.37,0.39,0.37,0.33,0.36,0.35,0.36
0.35,0.37,0.37,0.45,0.37,0.33,0.36,0.35,0.36
0.35,0.37,0.37,0.41,0.37,0.33,0.36,0.35,0.36
0.35,0.37,0.37,0.37,0.37,0.33,0.36,0.35,0.36
0.35,0.37,0.37,0.37,0.37,0.40,0.36,0.35,0.36
0.35,0.37,0.37,0.37,0.37,0.36,0.36,0.35,0.36
0.35,0.34,0.37,0.37,0.37,0.36,0.36,0.35,0.36
0.35,0.34,0.37,0.37,0.44,0.36,0.36,0.35,0.36
0.35,0.34,0.37,0.37,0.49,0.36,0.36,0.35,0.36
0.35,0.34,0.37,0.37,0.54,0.36,0.36,0.35,0.36
0.35,0.34,0.37,0.37,0.49,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.49,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.44,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.50,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.45,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.50,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.45,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.41,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.47,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.42,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.38,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.37,0.34,0.36,0.36,0.35,0.36
0.35,0.34,0.33,0.43,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.43,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.49,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.54,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.59,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.63,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.56,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.51,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.56,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.60,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.54,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.49,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.44,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.49,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.44,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.50,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.55,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.50,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.55,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.49,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.54,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.49,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.54,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.59,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.53,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.47,0.34,0.36,0.36,0.35,0.36
0.35,0.30,0.33,0.53,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.53,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.57,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.52,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.56,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.51,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.56,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.60,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.64,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.68,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.71,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.74,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.66,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.60,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.33,0.54,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.30,0.54,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.30,0.48,0.34,0.36,0.36,0.35,0.36
0.35,0.27,0.30,0.48,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.30,0.54,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.30,0.58,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.30,0.62,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.30,0.66,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.66,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.66,0.34,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.70,0.34,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.63,0.34,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.66,0.34,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.70,0.34,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.73,0.34,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.73,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.65,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.59,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.53,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.48,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.53,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.58,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.62,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.66,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.69,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.72,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.75,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.67,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.71,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.64,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.57,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.52,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.46,0.34,0.36,0.36,0.42,0.36
0.35,0.27,0.37,0.46,0.34,0.36,0.36,0.48,0.36
0.35,0.27,0.37,0.46,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.52,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.57,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.51,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.56,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.50,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.45,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.43,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.49,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.44,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.50,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.45,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.50,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.55,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.50,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.45,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.50,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.45,0.36
0.35,0.27,0.37,0.41,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.47,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.52,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.57,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.61,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.65,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.68,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.72,0.34,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.72,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.74,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.77,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.79,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.71,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.74,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.67,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.60,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.54,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.49,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.44,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.39,0.41,0.36,0.36,0.41,0.36
0.35,0.27,0.37,0.39,0.41,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.47,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.52,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.57,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.61,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.65,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.68,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.72,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.74,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.77,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.69,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.62,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.56,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.36,0.51,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.43,0.51,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.43,0.55,0.36
0.35,0.27,0.37,0.39,0.47,0.36,0.43,0.50,0.36
0.35,0.27,0.37,0.39,0.47,0.42,0.43,0.50,0.36
0.35,0.27,0.37,0.39,0.47,0.42,0.43,0.55,0.36
0.35,0.27,0.37,0.39,0.47,0.42,0.43,0.59,0.36
0.31,0.27,0.37,0.39,0.47,0.42,0.43,0.59,0.36
0.31,0.27,0.37,0.39,0.47,0.42,0.43,0.54,0.36
0.31,0.35,0.37,0.39,0.47,0.42,0.43,0.54,0.36
0.31,0.35,0.37,0.39,0.47,0.42,0.43,0.58,0.36
0.31,0.35,0.37,0.39,0.47,0.42,0.43,0.52,0.36
0.31,0.35,0.37,0.39,0.47,0.42,0.43,0.47,0.36
0.31,0.35,0.37,0.39,0.47,0.42,0.43,0.52,0.36
0.28,0.35,0.37,0.39,0.47,0.42,0.43,0.52,0.36
0.28,0.35,0.37,0.39,0.47,0.42,0.43,0.47,0.36
0.28,0.35,0.37,0.39,0.47,0.42,0.43,0.47,0.42
0.28,0.35,0.37,0.39,0.47,0.42,0.43,0.52,0.42
0.28,0.35,0.37,0.39,0.47,0.42,0.43,0.47,0.42
0.25,0.35,0.37,0.39,0.47,0.42,0.43,0.47,0.42
0.23,0.35,0.37,0.39,0.47,0.42,0.43,0.47,0.42
0.23,0.35,0.37,0.39,0.47,0.42,0.43,0.52,0.42
0.23,0.35,0.37,0.39,0.47,0.42,0.43,0.57,0.42
0.23,0.35,0.37,0.39,0.47,0.42,0.43,0.52,0.42
0.23,0.35,0.37,0.39,0.47,0.42,0.43,0.46,0.42
0.23,0.35,0.37,0.39,0.52,0.42,0.43,0.46,0.42
0.23,0.35,0.37,0.39,0.57,0.42,0.43,0.46,0.42
0.23,0.35,0.37,0.39,0.51,0.42,0.43,0.46,0.42
0.23,0.35,0.37,0.39,0.46,0.42,0.43,0.46,0.42
0.23,0.35,0.37,0.39,0.46,0.42,0.43,0.52,0.42
0.23,0.35,0.37,0.39,0.46,0.42,0.43,0.47,0.42
0.23,0.35,0.37,0.39,0.46,0.42,0.43,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.43,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.49,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.54,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.58,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.62,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.56,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.51,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.56,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.60,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.54,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.49,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.44,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.49,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.54,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.59,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.53,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.48,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.43,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.49,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.54,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.58,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.53,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.47,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.43,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.48,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.54,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.48,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.43,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.42,0.39,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.48,0.39,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.53,0.39,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.48,0.39,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.43,0.39,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.39,0.39,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.42,0.42
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.42,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.48,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.53,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.48,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.53,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.58,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.62,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.66,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.69,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.72,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.65,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.68,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.72,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.64,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.58,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.52,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.57,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.61,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.65,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.59,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.53,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.48,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.43,0.38
0.23,0.35,0.37,0.39,0.41,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.39,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.46,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.51,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.56,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.60,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.64,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.68,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.71,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.74,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.67,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.70,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.63,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.57,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.51,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.56,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.50,0.37,0.35,0.39,0.38,0.38
0.23,0.35,0.37,0.50,0.37,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.50,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.55,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.50,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.55,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.59,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.53,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.58,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.62,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.66,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.69,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.62,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.66,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.70,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.73,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.75,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.78,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.70,0.33,0.35,0.35,0.38,0.38
0.23,0.35,0.37,0.73,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.73,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.66,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.59,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.53,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.58,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.52,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.57,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.61,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.65,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.69,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.62,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.56,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.60,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.64,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.58,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.62,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.56,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.60,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.64,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.58,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.52,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.47,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.52,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.57,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.51,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.56,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.60,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.54,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.49,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.54,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.49,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.44,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.39,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.45,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.41,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.37,0.33,0.35,0.35,0.38,0.38
0.31,0.35,0.37,0.37,0.33,0.35,0.35,0.45,0.38
0.31,0.35,0.37,0.37,0.33,0.35,0.35,0.50,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.50,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.55,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.60,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.64,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.57,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.52,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.56,0.38
0.38,0.35,0.37,0.37,0.33,0.35,0.35,0.51,0.38
0.38,0.35,0.37,0.37,0.40,0.35,0.35,0.51,0.38
0.38,0.35,0.37,0.37,0.40,0.35,0.35,0.46,0.38
0.38,0.35,0.37,0.37,0.40,0.35,0.35,0.41,0.38
0.38,0.35,0.37,0.37,0.40,0.35,0.35,0.37,0.38
0.38,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.38
0.38,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.34
0.38,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.41
0.38,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.37
0.44,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.37
0.49,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.37
0.54,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.37
0.49,0.35,0.37,0.37,0.36,0.35,0.35,0.37,0.37
0.49,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.54,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.59,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.63,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.67,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.70,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.73,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.76,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.78,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.80,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.82,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.84,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.76,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.68,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.71,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.64,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.58,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.52,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.47,0.35,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.47,0.31,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.42,0.31,0.37,0.43,0.36,0.35,0.35,0.37,0.37
0.42,0.31,0.37,0.49,0.36,0.35,0.35,0.37,0.37
0.42,0.31,0.37,0.44,0.36,0.35,0.35,0.37,0.37
0.42,0.31,0.37,0.40,0.36,0.35,0.35,0.37,0.37
0.38,0.31,0.37,0.40,0.36,0.35,0.35,0.37,0.37
0.38,0.31,0.37,0.36,0.36,0.35,0.35,0.37,0.37
0.44,0.31,0.37,0.36,0.36,0.35,0.35,0.37,0.37
0.44,0.31,0.37,0.36,0.36,0.41,0.35,0.37,0.37
0.40,0.31,0.37,0.36,0.36,0.41,0.35,0.37,0.37
0.40,0.31,0.37,0.36,0.36,0.37,0.35,0.37,0.37
0.36,0.31,0.37,0.36,0.36,0.37,0.35,0.37,0.37
0.36,0.31,0.37,0.36,0.36,0.44,0.35,0.37,0.37
0.36,0.31,0.37,0.36,0.36,0.39,0.35,0.37,0.37
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.37,0.37
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.43,0.37
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.49,0.37
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.54,0.37
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.54,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.59,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.63,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.67,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.70,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.63,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.57,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.51,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.46,0.43
0.36,0.31,0.37,0.36,0.36,0.35,0.35,0.41,0.43
