Env [ 7. 24.],Env [ 7. 34.],Env [ 7. 44.],Env [12. 24.],Env [12. 34.],Env [12. 44.],Env [17. 24.],Env [17. 34.],Env [17. 44.]
0.38,0.36,0.40,0.35,0.42,0.60,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.42,0.54,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.42,0.49,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.42,0.44,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.42,0.49,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.42,0.44,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.42,0.40,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.48,0.40,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.48,0.46,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.43,0.46,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.43,0.51,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.43,0.46,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.43,0.42,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.49,0.42,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.49,0.37,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.44,0.37,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.49,0.37,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.44,0.37,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.40,0.37,0.42,0.39,0.26
0.38,0.36,0.40,0.35,0.40,0.37,0.48,0.39,0.26
0.38,0.36,0.40,0.35,0.40,0.37,0.43,0.39,0.26
0.38,0.36,0.46,0.35,0.40,0.37,0.43,0.39,0.26
0.38,0.36,0.52,0.35,0.40,0.37,0.43,0.39,0.26
0.38,0.36,0.57,0.35,0.40,0.37,0.43,0.39,0.26
0.38,0.36,0.51,0.35,0.40,0.37,0.43,0.39,0.26
0.38,0.36,0.46,0.35,0.40,0.37,0.43,0.39,0.26
0.38,0.36,0.41,0.35,0.40,0.37,0.43,0.39,0.26
0.38,0.36,0.41,0.35,0.40,0.37,0.39,0.39,0.26
0.38,0.36,0.37,0.35,0.40,0.37,0.39,0.39,0.26
0.38,0.36,0.37,0.35,0.46,0.37,0.39,0.39,0.26
0.38,0.36,0.37,0.35,0.51,0.37,0.39,0.39,0.26
0.38,0.36,0.37,0.35,0.56,0.37,0.39,0.39,0.26
0.38,0.36,0.37,0.35,0.61,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.61,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.65,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.68,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.61,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.65,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.69,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.72,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.65,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.68,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.61,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.65,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.69,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.72,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.75,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.67,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.60,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.54,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.49,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.54,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.59,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.53,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.58,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.62,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.66,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.69,0.37,0.39,0.39,0.26
0.38,0.32,0.37,0.35,0.72,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.72,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.65,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.58,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.53,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.47,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.43,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.39,0.39,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.39,0.35,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.45,0.35,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.50,0.35,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.45,0.35,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.51,0.35,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.56,0.35,0.26
0.38,0.29,0.37,0.35,0.38,0.37,0.60,0.35,0.26
0.38,0.29,0.43,0.35,0.38,0.37,0.60,0.35,0.26
0.38,0.29,0.43,0.35,0.38,0.37,0.64,0.35,0.26
0.38,0.29,0.43,0.35,0.38,0.37,0.64,0.42,0.26
0.38,0.29,0.43,0.35,0.38,0.37,0.68,0.42,0.26
0.38,0.29,0.43,0.35,0.38,0.37,0.61,0.42,0.26
0.38,0.29,0.43,0.35,0.38,0.37,0.65,0.42,0.26
0.38,0.29,0.43,0.35,0.38,0.37,0.58,0.42,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.58,0.42,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.58,0.48,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.62,0.48,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.56,0.48,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.61,0.48,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.55,0.48,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.49,0.48,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.49,0.53,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.49,0.58,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.49,0.52,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.49,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.54,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.59,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.63,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.57,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.61,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.65,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.58,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.53,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.47,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.53,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.47,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.43,0.47,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.43,0.42,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.38,0.42,0.26
0.38,0.29,0.39,0.35,0.38,0.37,0.38,0.38,0.26
0.38,0.29,0.35,0.35,0.38,0.37,0.38,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.38,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.44,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.50,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.55,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.60,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.64,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.67,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.60,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.54,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.59,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.53,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.48,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.53,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.58,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.62,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.56,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.60,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.64,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.58,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.62,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.66,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.59,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.53,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.58,0.38,0.26
0.38,0.29,0.35,0.35,0.34,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.57,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.51,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.56,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.51,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.45,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.51,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.46,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.41,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.47,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.57,0.38,0.26
0.38,0.29,0.35,0.35,0.41,0.37,0.51,0.38,0.26
0.38,0.29,0.35,0.35,0.47,0.37,0.51,0.38,0.26
0.38,0.29,0.35,0.35,0.47,0.37,0.46,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.46,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.57,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.61,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.65,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.58,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.47,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.57,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.46,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.52,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.37,0.57,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.34,0.57,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.34,0.61,0.38,0.26
0.38,0.29,0.35,0.35,0.42,0.34,0.65,0.38,0.26
0.34,0.29,0.35,0.35,0.42,0.34,0.65,0.38,0.26
0.34,0.29,0.35,0.35,0.42,0.34,0.58,0.38,0.26
0.34,0.36,0.35,0.35,0.42,0.34,0.58,0.38,0.26
0.34,0.36,0.35,0.35,0.42,0.34,0.62,0.38,0.26
0.34,0.36,0.35,0.35,0.42,0.34,0.66,0.38,0.26
0.34,0.36,0.35,0.35,0.42,0.34,0.70,0.38,0.26
0.34,0.36,0.35,0.35,0.42,0.34,0.63,0.38,0.26
0.31,0.36,0.35,0.35,0.42,0.34,0.63,0.38,0.26
0.31,0.36,0.35,0.35,0.42,0.34,0.66,0.38,0.26
0.31,0.36,0.35,0.35,0.42,0.34,0.66,0.38,0.24
0.31,0.36,0.35,0.35,0.42,0.34,0.70,0.38,0.24
0.31,0.36,0.35,0.35,0.42,0.34,0.63,0.38,0.24
0.28,0.36,0.35,0.35,0.42,0.34,0.63,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.63,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.67,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.60,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.54,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.58,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.63,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.56,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.61,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.55,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.59,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.53,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.48,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.43,0.38,0.24
0.25,0.36,0.35,0.35,0.42,0.34,0.39,0.38,0.24
0.25,0.36,0.35,0.35,0.38,0.34,0.39,0.38,0.24
0.25,0.36,0.35,0.35,0.38,0.34,0.45,0.38,0.24
0.25,0.36,0.35,0.35,0.38,0.34,0.40,0.38,0.24
0.25,0.36,0.35,0.35,0.38,0.34,0.36,0.38,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.36,0.38,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.36,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.43,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.48,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.44,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.49,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.44,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.50,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.45,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.40,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.36,0.34,0.24
0.25,0.36,0.35,0.35,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.35,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.42,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.38,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.44,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.49,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.55,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.59,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.63,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.57,0.34,0.34,0.33,0.34,0.24
0.25,0.32,0.35,0.57,0.34,0.34,0.29,0.34,0.24
0.25,0.32,0.35,0.61,0.34,0.34,0.29,0.34,0.24
0.25,0.32,0.35,0.55,0.34,0.34,0.29,0.34,0.24
0.25,0.32,0.35,0.60,0.34,0.34,0.29,0.34,0.24
0.25,0.32,0.35,0.54,0.34,0.34,0.29,0.34,0.24
0.25,0.32,0.35,0.58,0.34,0.34,0.29,0.34,0.24
0.25,0.32,0.35,0.62,0.34,0.34,0.29,0.34,0.24
0.25,0.32,0.35,0.62,0.34,0.30,0.29,0.34,0.24
0.25,0.32,0.35,0.66,0.34,0.30,0.29,0.34,0.24
0.25,0.32,0.35,0.60,0.34,0.30,0.29,0.34,0.24
0.25,0.32,0.35,0.54,0.34,0.30,0.29,0.34,0.24
0.25,0.32,0.35,0.48,0.34,0.30,0.29,0.34,0.24
0.25,0.32,0.35,0.43,0.34,0.30,0.29,0.34,0.24
0.25,0.32,0.35,0.39,0.34,0.30,0.29,0.34,0.24
0.25,0.32,0.35,0.39,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.35,0.45,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.35,0.41,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.35,0.47,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.35,0.42,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.35,0.38,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.35,0.34,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.41,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.47,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.42,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.48,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.43,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.39,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.35,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.41,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.47,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.43,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.38,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.34,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.41,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.37,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.43,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.39,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.35,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.34,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.41,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.47,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.52,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.47,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.42,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.48,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.53,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.48,0.32,0.30,0.29,0.31,0.24
0.25,0.32,0.32,0.48,0.32,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.48,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.53,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.48,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.43,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.39,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.45,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.50,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.55,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.60,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.64,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.57,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.52,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.46,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.42,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.48,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.53,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.58,0.38,0.30,0.27,0.31,0.24
0.25,0.32,0.32,0.52,0.38,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.52,0.38,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.47,0.38,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.42,0.38,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.38,0.38,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.38,0.35,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.34,0.35,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.34,0.41,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.34,0.47,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.34,0.52,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.52,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.57,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.61,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.55,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.60,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.54,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.48,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.54,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.48,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.43,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.41,0.39,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.37,0.39,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.37,0.35,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.35,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.42,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.37,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.44,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.39,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.45,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.51,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.46,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.41,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.37,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.33,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.33,0.30,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.40,0.30,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.46,0.30,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.51,0.30,0.30,0.27,0.31,0.24
0.32,0.32,0.32,0.56,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.56,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.50,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.55,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.50,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.55,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.59,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.53,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.48,0.30,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.48,0.37,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.53,0.37,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.48,0.37,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.43,0.37,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.49,0.37,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.54,0.37,0.30,0.27,0.31,0.24
0.39,0.32,0.32,0.54,0.37,0.30,0.27,0.31,0.21
0.39,0.32,0.32,0.59,0.37,0.30,0.27,0.31,0.21
0.39,0.32,0.32,0.63,0.37,0.30,0.27,0.31,0.21
0.39,0.32,0.32,0.66,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.66,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.70,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.63,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.57,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.51,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.46,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.51,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.46,0.37,0.30,0.27,0.31,0.21
0.45,0.32,0.32,0.41,0.37,0.30,0.27,0.31,0.21
0.41,0.32,0.32,0.41,0.37,0.30,0.27,0.31,0.21
0.41,0.32,0.32,0.47,0.37,0.30,0.27,0.31,0.21
0.41,0.32,0.32,0.43,0.37,0.30,0.27,0.31,0.21
0.41,0.32,0.32,0.38,0.37,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.38,0.37,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.35,0.37,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.35,0.43,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.35,0.39,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.35,0.45,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.35,0.51,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.35,0.46,0.30,0.27,0.31,0.21
0.37,0.32,0.32,0.35,0.51,0.30,0.27,0.31,0.21
0.37,0.39,0.32,0.35,0.51,0.30,0.27,0.31,0.21
0.37,0.39,0.32,0.35,0.46,0.30,0.27,0.31,0.21
0.37,0.39,0.32,0.35,0.41,0.30,0.27,0.31,0.21
0.37,0.39,0.32,0.35,0.47,0.30,0.27,0.31,0.21
0.37,0.39,0.32,0.35,0.42,0.30,0.27,0.31,0.21
0.37,0.39,0.32,0.35,0.38,0.30,0.27,0.31,0.21
0.37,0.45,0.32,0.35,0.38,0.30,0.27,0.31,0.21
0.37,0.41,0.32,0.35,0.38,0.30,0.27,0.31,0.21
0.37,0.41,0.32,0.35,0.38,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.38,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.44,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.50,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.55,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.59,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.64,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.67,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.60,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.64,0.27,0.27,0.31,0.21
0.37,0.37,0.32,0.35,0.64,0.27,0.27,0.31,0.19
0.37,0.37,0.32,0.35,0.68,0.27,0.27,0.31,0.19
0.37,0.37,0.32,0.35,0.61,0.27,0.27,0.31,0.19
0.37,0.37,0.32,0.35,0.65,0.27,0.27,0.31,0.19
0.37,0.37,0.32,0.35,0.59,0.27,0.27,0.31,0.19
0.37,0.37,0.32,0.35,0.63,0.27,0.27,0.31,0.19
0.37,0.37,0.32,0.35,0.56,0.27,0.27,0.31,0.19
0.37,0.37,0.32,0.35,0.51,0.27,0.27,0.31,0.19
