Env [ 7. 24.],Env [ 7. 34.],Env [ 7. 44.],Env [12. 24.],Env [12. 34.],Env [12. 44.],Env [17. 24.],Env [17. 34.],Env [17. 44.]
0.40,0.38,0.41,0.47,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.53,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.57,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.52,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.56,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.61,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.55,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.49,0.36,0.41,0.39,0.44,0.29
0.40,0.38,0.41,0.49,0.36,0.37,0.39,0.44,0.29
0.40,0.38,0.41,0.44,0.36,0.37,0.39,0.44,0.29
0.40,0.38,0.41,0.50,0.36,0.37,0.39,0.44,0.29
0.40,0.38,0.41,0.55,0.36,0.37,0.39,0.44,0.29
0.40,0.38,0.41,0.59,0.36,0.37,0.39,0.44,0.29
0.40,0.38,0.41,0.63,0.36,0.37,0.39,0.44,0.29
0.40,0.38,0.41,0.63,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.41,0.67,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.41,0.70,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.41,0.73,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.41,0.66,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.41,0.59,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.41,0.53,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.53,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.48,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.53,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.58,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.52,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.57,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.51,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.56,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.51,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.46,0.45,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.42,0.45,0.36,0.43,0.39,0.44,0.29
0.40,0.38,0.42,0.41,0.36,0.43,0.39,0.44,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.44,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.49,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.54,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.59,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.53,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.58,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.62,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.66,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.59,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.63,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.57,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.51,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.46,0.29
0.40,0.34,0.42,0.41,0.36,0.43,0.39,0.42,0.29
0.40,0.34,0.42,0.41,0.36,0.39,0.39,0.42,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.42,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.47,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.43,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.48,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.54,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.48,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.43,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.49,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.54,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.49,0.29
0.40,0.34,0.38,0.41,0.36,0.39,0.39,0.44,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.44,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.49,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.55,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.49,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.54,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.59,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.53,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.58,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.52,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.57,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.51,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.46,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.41,0.29
0.40,0.41,0.38,0.41,0.36,0.39,0.39,0.37,0.29
0.40,0.41,0.34,0.41,0.36,0.39,0.39,0.37,0.29
0.40,0.41,0.34,0.47,0.36,0.39,0.39,0.37,0.29
0.40,0.41,0.34,0.47,0.36,0.39,0.39,0.43,0.29
0.40,0.41,0.34,0.52,0.36,0.39,0.39,0.43,0.29
0.40,0.41,0.34,0.57,0.36,0.39,0.39,0.43,0.29
0.40,0.41,0.34,0.61,0.36,0.39,0.39,0.43,0.29
0.40,0.41,0.34,0.65,0.36,0.39,0.39,0.43,0.29
0.40,0.41,0.30,0.65,0.36,0.39,0.39,0.43,0.29
0.40,0.41,0.30,0.65,0.36,0.39,0.39,0.39,0.29
0.40,0.41,0.30,0.69,0.36,0.39,0.39,0.39,0.29
0.40,0.41,0.30,0.72,0.36,0.39,0.39,0.39,0.29
0.40,0.41,0.30,0.65,0.36,0.39,0.39,0.39,0.29
0.40,0.41,0.30,0.58,0.36,0.39,0.39,0.39,0.29
0.40,0.41,0.30,0.62,0.36,0.39,0.39,0.39,0.29
0.40,0.41,0.30,0.62,0.36,0.39,0.39,0.35,0.29
0.40,0.41,0.30,0.56,0.36,0.39,0.39,0.35,0.29
0.40,0.41,0.30,0.50,0.36,0.39,0.39,0.35,0.29
0.40,0.41,0.30,0.45,0.36,0.39,0.39,0.35,0.29
0.40,0.41,0.30,0.41,0.36,0.39,0.39,0.35,0.29
0.40,0.41,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.47,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.42,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.48,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.53,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.58,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.52,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.57,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.51,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.46,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.51,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.46,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.52,0.30,0.37,0.36,0.39,0.39,0.35,0.29
0.40,0.52,0.30,0.37,0.36,0.39,0.39,0.42,0.29
0.40,0.46,0.30,0.37,0.36,0.39,0.39,0.42,0.29
0.40,0.42,0.30,0.37,0.36,0.39,0.39,0.42,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.42,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.48,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.43,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.48,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.54,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.48,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.53,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.58,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.52,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.47,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.42,0.29
0.40,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.46,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.51,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.46,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.52,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.57,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.61,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.65,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.58,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.62,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.66,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.60,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.54,0.38,0.30,0.37,0.36,0.39,0.39,0.38,0.29
0.54,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.58,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.62,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.66,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.60,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.64,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.57,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.52,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.56,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.51,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.46,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.48,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.53,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.48,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.53,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.48,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.53,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.58,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.52,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.47,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.42,0.39,0.39,0.38,0.29
0.41,0.38,0.30,0.37,0.38,0.39,0.39,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.39,0.39,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.39,0.35,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.45,0.35,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.45,0.32,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.41,0.32,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.37,0.32,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.33,0.32,0.38,0.29
0.37,0.38,0.30,0.37,0.38,0.33,0.32,0.44,0.29
0.37,0.38,0.30,0.37,0.38,0.33,0.32,0.50,0.29
0.43,0.38,0.30,0.37,0.38,0.33,0.32,0.50,0.29
0.43,0.38,0.30,0.37,0.38,0.33,0.32,0.55,0.29
0.43,0.44,0.30,0.37,0.38,0.33,0.32,0.55,0.29
0.43,0.44,0.30,0.37,0.38,0.33,0.32,0.49,0.29
0.43,0.44,0.30,0.37,0.38,0.33,0.32,0.44,0.29
0.43,0.44,0.30,0.37,0.38,0.33,0.32,0.50,0.29
0.43,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.29
0.49,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.29
0.54,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.29
0.54,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.59,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.63,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.67,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.60,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.54,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.48,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.54,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.58,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.52,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.47,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.45,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.51,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.55,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.60,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.54,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.49,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.49,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.55,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.49,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.54,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.59,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.63,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.57,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.51,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.56,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.60,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.64,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.68,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.61,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.55,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.49,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.44,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.50,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.45,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.32,0.44,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.32,0.49,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.32,0.54,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.32,0.59,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.32,0.63,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.32,0.67,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.32,0.70,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.39,0.70,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.39,0.73,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.39,0.76,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.39,0.68,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.39,0.61,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.39,0.55,0.26
0.42,0.41,0.30,0.37,0.38,0.33,0.39,0.50,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.50,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.45,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.48,0.41,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.53,0.41,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.58,0.41,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.52,0.41,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.52,0.41,0.30,0.37,0.38,0.40,0.39,0.46,0.26
0.47,0.41,0.30,0.37,0.38,0.40,0.39,0.46,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.46,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.52,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.56,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.61,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.65,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.58,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.62,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.56,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.61,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.55,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.49,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.44,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.50,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.55,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.59,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.63,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.67,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.60,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.64,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.68,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.61,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.55,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.49,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.45,0.26
0.42,0.41,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.38,0.41,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.38,0.36,0.30,0.37,0.38,0.40,0.39,0.40,0.26
0.38,0.36,0.30,0.37,0.38,0.40,0.39,0.36,0.26
0.38,0.36,0.30,0.37,0.38,0.46,0.39,0.36,0.26
0.38,0.36,0.30,0.37,0.38,0.41,0.39,0.36,0.26
0.38,0.36,0.30,0.37,0.38,0.37,0.39,0.36,0.26
0.38,0.36,0.30,0.37,0.38,0.37,0.35,0.36,0.26
0.38,0.36,0.30,0.37,0.38,0.37,0.31,0.36,0.26
0.38,0.36,0.30,0.37,0.34,0.37,0.31,0.36,0.26
0.44,0.36,0.30,0.37,0.34,0.37,0.31,0.36,0.26
0.40,0.36,0.30,0.37,0.34,0.37,0.31,0.36,0.26
0.36,0.36,0.30,0.37,0.34,0.37,0.31,0.36,0.26
0.36,0.36,0.30,0.37,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.43,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.49,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.44,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.50,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.45,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.50,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.55,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.60,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.64,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.57,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.62,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.65,0.34,0.33,0.31,0.36,0.26
0.36,0.36,0.30,0.69,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.69,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.72,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.65,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.68,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.71,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.64,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.58,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.52,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.47,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.52,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.47,0.34,0.33,0.31,0.36,0.26
0.42,0.36,0.30,0.42,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.42,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.48,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.53,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.48,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.53,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.58,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.62,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.66,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.69,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.62,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.66,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.59,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.54,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.58,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.62,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.66,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.60,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.54,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.48,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.43,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.49,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.44,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.40,0.34,0.33,0.31,0.36,0.26
0.38,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.44,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.50,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.55,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.59,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.63,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.67,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.70,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.63,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.57,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.61,0.36,0.30,0.36,0.34,0.33,0.31,0.36,0.26
0.61,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.26
0.65,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.26
0.69,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.26
0.62,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.26
0.66,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.26
0.59,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.26
0.59,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.24
0.63,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.24
0.57,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.24
0.51,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.24
0.46,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.24
0.41,0.36,0.30,0.36,0.41,0.33,0.31,0.36,0.24
0.41,0.36,0.30,0.32,0.41,0.33,0.31,0.36,0.24
0.37,0.36,0.30,0.32,0.41,0.33,0.31,0.36,0.24
0.37,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.44,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.49,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.54,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.59,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.53,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.48,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.53,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.58,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.62,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.56,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.60,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.64,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.58,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.62,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.56,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.60,0.36,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.60,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.64,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.68,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.71,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.74,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.76,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.69,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.72,0.33,0.30,0.32,0.37,0.33,0.31,0.36,0.24
0.72,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.75,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.77,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.80,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.72,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.74,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.77,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.79,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.71,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.64,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.24
0.64,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
0.68,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
0.71,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
0.64,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
0.68,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
0.71,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
0.74,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
0.76,0.33,0.30,0.32,0.37,0.30,0.31,0.36,0.21
